,entity_id,name,category_code,status,country_code,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,Average_inevstment_time
1943,11134,Photo.net,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
1972,111606,Value Team,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
1976,11163,Plum,web,1,USA,,,0,0,,,0,0,01/01/2006,01/01/2006,1,1,50.0
1977,11164,BigFix,software,1,USA,,,0,0,05/12/2005,05/12/2005,1,8400000,01/01/2009,01/01/2009,1,13,50.0
1987,11171,Atalasoft,software,1,USA,,,0,0,,,0,0,23/02/2011,24/05/2011,2,1,50.0
1990,111733,Casacanda,fashion,1,DEU,,,0,0,03/08/2011,03/08/2011,1,0,,,0,3,50.0
2004,11185,Computing.net,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
2005,11186,Better,unknown,1,unknown,,,0,0,,,0,0,01/01/2013,01/01/2013,1,3,50.0
2022,11193,Hollywood Interactive Group,web,0,USA,,,0,0,18/09/2008,18/09/2008,1,5000000,,,0,0,50.0
2024,11195,(fluff)Friends,unknown,1,unknown,,,0,0,,,0,0,01/05/2007,01/05/2007,1,1,50.0
2033,112,Zlio,ecommerce,0,FRA,,,0,0,01/07/2007,01/07/2007,1,4000000,22/08/2009,11/09/2011,4,1,50.0
2034,1120,Buzzwire,mobile,0,USA,,,0,0,01/07/2007,01/12/2007,2,12000000,13/01/2009,13/01/2009,1,5,50.0
2040,112052,Klosetshop,ecommerce,0,unknown,,,0,0,15/05/2011,15/05/2011,1,30000,,,0,0,50.0
2047,11211,Jabber,web,1,USA,,,0,0,,,0,0,01/01/2005,19/09/2008,2,3,50.0
2050,11216,Securent,software,1,USA,,,0,0,,,0,0,01/01/2007,01/01/2007,1,2,50.0
2059,11224,Mustache Inc.,web,1,USA,,,0,0,,,0,0,01/01/2007,01/01/2007,1,1,50.0
2064,11227,Lantronix,hardware,1,USA,,,0,0,02/05/2012,02/05/2012,1,4500000,07/04/2009,01/01/2010,2,8,50.0
2074,11240,Optiant,network_hosting,1,USA,,,0,0,,,0,0,01/01/2007,01/01/2007,1,1,50.0
2087,11254,Travent UK,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2100,112659,American Medical Alert,other,1,USA,,,0,0,,,0,0,01/01/2004,01/01/2004,1,3,50.0
2105,1127,YowTRIP,web,0,CAN,,,0,0,,,0,0,14/04/2008,30/04/2013,4,0,50.0
2114,11279,Vertica Systems,software,1,USA,,,0,0,01/04/2005,14/02/2007,3,30500000,01/01/2010,14/02/2011,3,20,50.0
2121,11288,Devnet,consulting,1,AUS,,,0,0,,,0,0,,,0,3,50.0
2124,1129,Rollbase,enterprise,1,USA,,,0,0,01/08/2007,01/08/2007,1,300000,01/08/2007,29/04/2013,4,3,50.0
2127,11291,Linkbee,web,0,CAN,,,0,0,,,0,0,,,0,2,50.0
2132,11296,OnState,network_hosting,1,USA,,,0,0,01/08/2009,01/08/2009,1,5500000,01/03/2010,01/03/2010,1,3,50.0
2136,113,Yelp,search,1,USA,,,0,0,01/07/2004,31/07/2013,7,89969340,30/09/2008,29/10/2013,8,49,50.0
2139,11304,Global Ground Automation,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
2141,11306,Solsoft,software,1,USA,,,0,0,,,0,0,,,0,1,50.0
2142,11307,Exaprotect,security,1,USA,,,0,0,10/07/2006,10/07/2006,1,7660000,01/01/2008,17/11/2013,3,5,50.0
2148,11313,MapQuest,web,1,USA,,,0,0,,,0,0,01/01/2007,14/11/2013,4,14,50.0
2153,11318,Ford,automotive,1,USA,,,0,0,,,0,0,01/07/2012,26/09/2013,2,101,50.0
2166,11332,Club Scene Network,games_video,0,unknown,,,0,0,01/02/2005,01/02/2005,1,225000,,,0,5,50.0
2177,11341,Vendio,unknown,1,USA,,,0,0,,,0,0,,,0,14,50.0
2183,11346,BuzzNumbers,software,1,AUS,,,0,0,,,0,0,22/08/2012,22/08/2012,1,3,50.0
2187,1135,ADI Time,web,1,USA,,,0,0,,,0,0,01/01/1986,01/11/2010,3,2,50.0
2218,11385,Fiberlink,unknown,1,USA,,,0,0,,,0,0,01/01/2003,01/01/2003,1,3,50.0
2225,11391,Groupon,web,1,USA,17/11/2010,09/07/2013,3,3,01/01/2007,26/07/2011,7,1147288416,01/02/2013,01/11/2013,3,101,1.0
2230,11396,Blogdigger,web,1,unknown,,,0,0,,,0,0,,,0,1,50.0
2231,11397,B-Side Entertainment,games_video,0,USA,,,0,0,11/10/2006,14/11/2008,2,7350000,01/08/2006,03/06/2009,3,8,50.0
2234,114,Jaiku,mobile,1,FIN,,,0,0,,,0,0,01/02/2006,10/11/2012,3,2,50.0
2243,11409,Actacell,cleantech,1,USA,,,0,0,22/07/2008,29/12/2010,3,9800000,,,0,4,50.0
2260,11422,iTaggit,web,0,USA,,,0,0,19/07/2011,19/07/2011,2,1300000,01/01/2010,01/01/2010,1,2,50.0
2261,11423,CoreTrace,security,1,USA,,,0,0,09/11/2007,10/08/2012,3,16898621,01/01/2007,01/01/2007,1,2,50.0
2262,11424,PlayCrafter,games_video,0,unknown,,,0,0,21/10/2008,21/10/2008,1,0,22/07/2009,14/07/2010,2,2,50.0
2266,1143,Marakana,education,1,USA,,,0,0,01/01/2007,01/01/2007,1,200000,14/11/2007,13/08/2013,2,2,50.0
2272,11438,PicApp,web,1,USA,,,0,0,17/09/2008,17/09/2008,1,3200000,01/08/2009,01/01/2011,3,5,50.0
2273,11439,Localyte.com,web,1,USA,,,0,0,01/01/2007,01/01/2007,1,0,01/01/2008,11/05/2010,3,3,50.0
2318,1148,Predictify,advertising,0,USA,,,0,0,25/03/2008,25/03/2008,1,4300000,01/01/2008,25/02/2011,3,4,50.0
2323,11484,Twittertise,web,1,unknown,,,0,0,,,0,0,,,0,1,50.0
2328,11487,Lifeblob,web,1,unknown,,,0,0,14/08/2008,14/08/2008,1,1000000,01/08/2007,06/03/2009,2,4,50.0
2329,11488,Advertise.com,advertising,1,USA,,,0,0,,,0,0,01/01/2009,19/10/2009,2,7,50.0
2330,11489,Aftervote,web,1,unknown,,,0,0,,,0,0,,,0,1,50.0
2335,11493,Netintact,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2339,11498,WeAre.Us,advertising,0,USA,,,0,0,01/08/2008,01/08/2008,1,50000,01/01/2007,11/10/2008,2,7,50.0
2348,11507,Cramster,web,1,USA,,,0,0,25/09/2008,14/04/2010,2,9000000,01/10/2008,01/10/2008,1,5,50.0
2351,1151,United Dogs and Cats,web,0,EST,,,0,0,16/04/2008,11/06/2009,2,941288,03/12/2007,01/01/2011,3,4,50.0
2369,11522,ApartmentRatings,ecommerce,1,USA,,,0,0,,,0,0,,,0,3,50.0
2376,11531,Right90,software,1,USA,,,0,0,28/02/2005,23/09/2008,3,22000000,01/01/2008,01/01/2008,1,5,50.0
2385,11539,Wiggio,enterprise,1,USA,,,0,0,01/08/2008,06/11/2012,4,2939581,,,0,8,50.0
2415,11569,Codex Media,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2419,11572,Sensicore,cleantech,1,unknown,,,0,0,29/08/2005,29/08/2005,1,12000000,,,0,0,50.0
2424,11577,Bluetunes.net,games_video,1,USA,,,0,0,,,0,0,28/01/2011,28/01/2011,1,2,50.0
2441,116,Spotplex,web,0,USA,,,0,0,01/01/2007,01/01/2007,1,450000,,,0,2,50.0
2456,116092,CloudVertical,software,1,IRL,,,0,0,,,0,0,01/11/2011,01/11/2011,1,1,50.0
2461,11613,EcoBuddiesâ¢ Interactive,other,0,CAN,,,0,0,01/10/2007,01/10/2007,1,0,19/10/2007,22/04/2009,2,3,50.0
2464,116167,LAPTOP,unknown,1,unknown,,,0,0,,,0,0,18/03/2013,18/03/2013,1,0,50.0
2488,11628,BuzzBuy,ecommerce,0,USA,,,0,0,,,0,0,01/08/2008,01/08/2008,1,3,50.0
2510,116428,wesync.tv,mobile,0,CHL,,,0,0,07/09/2011,07/09/2011,1,100000,,,0,0,50.0
2519,11648,Povo,advertising,0,USA,,,0,0,01/06/2007,01/06/2007,1,0,,,0,2,50.0
2522,1165,StyleFeeder,ecommerce,1,USA,,,0,0,01/09/2007,01/05/2009,3,3500000,30/06/2008,17/04/2012,6,8,50.0
2536,116637,Squrl,search,0,USA,,,0,0,14/03/2012,14/03/2012,1,550000,01/07/2012,17/06/2013,2,3,50.0
2560,11684,Current Communications Group,web,1,USA,,,0,0,06/07/2005,12/09/2011,2,113000000,,,0,0,50.0
2568,11694,Four11,web,1,unknown,,,0,0,,,0,0,01/01/1996,01/01/1996,1,3,50.0
2571,11698,ClassicGames.com,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2572,11699,Yoyodyne Entertainment,unknown,1,unknown,,,0,0,,,0,0,01/10/1998,01/10/1998,1,2,50.0
2573,1170,CollegeHumor,games_video,1,USA,,,0,0,01/08/2006,01/08/2006,1,20000000,,,0,7,50.0
2574,11700,GeoCities,network_hosting,1,unknown,,,0,0,01/01/1995,01/01/1998,4,40000000,01/01/1998,29/10/2010,3,13,50.0
2575,11701,eGroups,web,1,USA,,,0,0,,,0,0,01/01/2000,01/01/2000,1,9,50.0
2576,11702,AdInterax,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
2578,117022,Stamped,mobile,1,USA,,,0,0,01/04/2011,25/07/2012,2,3000000,01/04/2011,09/08/2012,2,5,50.0
2580,11703,Whereonearth,software,1,GBR,,,0,0,,,0,0,,,0,1,50.0
2582,11704,Konfabulator,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2583,11705,Blo.gs,web,1,unknown,,,0,0,,,0,0,11/09/1991,05/09/2012,2,0,50.0
2584,11706,Dialpad,unknown,1,unknown,,,0,0,,,0,0,19/10/2001,06/09/2012,2,2,50.0
2585,11707,TeRespondo,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2587,11708,Stadeon,unknown,1,unknown,,,0,0,,,0,0,,,0,3,50.0
2588,11709,Verdisoft,software,1,USA,,,0,0,,,0,0,,,0,2,50.0
2590,11710,Stata Labs,unknown,1,unknown,,,0,0,,,0,0,,,0,2,50.0
2591,117101,Lucky Sort,analytics,1,USA,,,0,0,01/01/2012,01/01/2012,1,500000,01/05/2012,01/11/2012,2,7,50.0
2592,11711,The All-Seeing Eye,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2593,11712,3721 Internet Assistant,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2594,11713,Inktomi,unknown,1,unknown,,,0,0,,,0,0,,,0,39,50.0
2595,11714,AlltheWeb,unknown,1,unknown,,,0,0,,,0,0,18/03/2011,17/05/2012,2,0,50.0
2596,11715,Cadê,search,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2597,11716,Hotjobs,unknown,1,unknown,,,0,0,,,0,0,01/01/2001,17/11/2010,3,7,50.0
2598,11717,Launch Media,unknown,1,unknown,,,0,0,,,0,0,,,0,13,50.0
2599,11718,Sold.com.au,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2600,11719,Kimo,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2601,1172,InstantAction,games_video,0,USA,,,0,0,01/09/2007,01/09/2007,1,50000000,19/12/2008,01/02/2010,3,7,50.0
2602,11720,Arthas,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2604,11721,MyQuest,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2607,11722,Broadcast.com,games_video,1,USA,,,0,0,01/07/1998,01/07/1998,1,0,,,0,5,50.0
2608,11723,Online Anywhere,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2609,11724,Encompass,unknown,1,unknown,,,0,0,,,0,0,01/01/2004,01/01/2004,1,3,50.0
2610,11725,Log-me-on.com,unknown,1,unknown,,,0,0,,,0,0,,,0,1,50.0
2611,11726,HyperParallel,unknown,1,unknown,,,0,0,,,0,0,,,0,1,50.0
2613,11727,Sportasy,web,1,unknown,,,0,0,,,0,0,,,0,3,50.0
2615,11728,Webcal,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2617,11729,Viaweb,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2618,11730,Net Controls,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2619,11731,Navteq,software,1,USA,30/09/2008,30/09/2008,1,1,,,0,0,22/02/2010,06/11/2012,3,26,0.0
2629,117380,Renren,social,1,CHN,12/09/2012,12/09/2012,1,1,,,0,0,01/01/2000,12/07/2012,2,1,0.0
2631,1174,Floobs,web,0,FIN,,,0,0,,,0,0,01/01/2010,01/01/2010,1,3,50.0
2633,117415,Superclick Networks,network_hosting,1,CAN,,,0,0,,,0,0,,,0,0,50.0
2651,11761,Lexcycle,mobile,1,USA,,,0,0,,,0,0,01/09/2008,02/02/2010,2,1,50.0
2655,11766,JayCut,enterprise,1,SWE,,,0,0,01/01/2007,01/01/2007,1,0,01/02/2007,01/02/2007,1,5,50.0
2661,11777,FanPrice,games_video,0,USA,,,0,0,,,0,0,,,0,4,50.0
2674,117865,The Luxury Club,fashion,0,unknown,,,0,0,26/09/2011,26/09/2011,1,0,,,0,0,50.0
2679,1179,Renkoo,web,0,USA,,,0,0,01/04/2006,01/02/2008,2,9000000,01/01/2008,12/07/2009,3,3,50.0
2687,117948,wuaki.tv,games_video,1,ESP,,,0,0,01/09/2011,01/09/2011,1,0,29/08/2011,13/06/2012,2,5,50.0
2696,11801,Bloombla,network_hosting,1,GBR,,,0,0,,,0,0,,,0,2,50.0
2700,11805,Tampa Bay Recycling,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2707,11815,LiveStub,ecommerce,0,unknown,,,0,0,01/01/2008,01/01/2008,1,0,,,0,3,50.0
2708,11817,MyShape,ecommerce,0,USA,,,0,0,17/07/2007,10/11/2010,4,28000000,01/05/2006,10/11/2010,2,3,50.0
2710,11818,FlameUp,network_hosting,0,unknown,,,0,0,,,0,0,,,0,1,50.0
2712,11820,EyeSpot,web,1,USA,,,0,0,01/10/2006,01/10/2006,1,3700000,01/01/2007,01/01/2007,1,1,50.0
2715,11824,Idolator,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2718,11825,Absolute Punk,games_video,1,unknown,,,0,0,,,0,0,,,0,1,50.0
2739,11836,My Family,web,1,unknown,,,0,0,,,0,0,,,0,1,50.0
2748,118418,Bundle It,web,0,USA,,,0,0,15/04/2011,15/09/2011,2,450000,15/07/2011,15/07/2011,1,1,50.0
2771,118573,interspireSubmit,advertising,0,unknown,,,0,0,01/07/2010,01/07/2010,1,500000,,,0,0,50.0
2772,11858,Broad Street Digital,other,1,GBR,,,0,0,,,0,0,,,0,0,50.0
2791,118723,TwitterBar,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2793,118738,Swift App,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2801,1188,Socializr,network_hosting,1,USA,,,0,0,01/01/2006,01/09/2007,2,2250000,01/01/2006,11/11/2010,4,3,50.0
2805,11881,One Season,games_video,0,USA,,,0,0,01/01/2007,21/01/2009,2,3750000,21/01/2009,21/01/2009,1,2,50.0
2814,11887,Fundamental Data Limited,web,1,GBR,,,0,0,,,0,0,,,0,0,50.0
2815,11888,Avaak,mobile,1,USA,,,0,0,03/10/2008,22/03/2010,2,17000000,01/09/2007,22/03/2010,2,2,50.0
2817,1189,Eurekster,web,0,USA,,,0,0,01/12/2004,13/03/2007,2,6850000,01/01/2007,27/02/2008,2,5,50.0
2841,1191,Skinkers,software,1,GBR,,,0,0,01/02/2006,01/10/2007,3,23414268,01/03/2002,25/09/2007,2,6,50.0
2863,119291,Buscatucancha.com,sports,0,unknown,,,0,0,01/02/2011,01/02/2011,1,25000,26/11/2010,26/11/2010,1,3,50.0
2866,1193,Gydget,web,1,USA,,,0,0,01/08/2006,01/11/2007,2,1000000,01/07/2006,18/10/2012,3,3,50.0
2870,11932,Den Bla Avis,web,1,DNK,,,0,0,,,0,0,06/10/2008,06/10/2008,1,0,50.0
2881,11937,Koala Databank,network_hosting,0,USA,,,0,0,29/02/2008,29/02/2008,1,20000,,,0,2,50.0
2885,1194,PicksPal,games_video,1,USA,,,0,0,01/06/2005,01/10/2007,4,15000000,18/03/2008,07/02/2010,2,2,50.0
2889,11943,Opusforum.org,unknown,1,DEU,,,0,0,,,0,0,,,0,0,50.0
2890,11944,Gumtree,web,1,unknown,,,0,0,,,0,0,01/08/2012,01/08/2012,1,4,50.0
2891,11945,Loquo,web,1,NLD,,,0,0,,,0,0,,,0,2,50.0
2892,11946,Marktplaats.nl,web,1,unknown,,,0,0,,,0,0,01/03/2012,01/03/2012,1,3,50.0
2893,11947,Baazee,unknown,1,unknown,,,0,0,,,0,0,01/01/2000,01/01/2000,1,2,50.0
2895,11948,EachNet,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2897,11949,CARad,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
2900,119500,OrthoScan,unknown,1,USA,,,0,0,,,0,0,,,0,1,50.0
2924,11966,Orange Line Media,web,0,unknown,,,0,0,01/01/2008,01/01/2008,1,500000,,,0,0,50.0
2929,1197,Best Buy,web,1,USA,01/09/2007,01/05/2012,4,4,,,0,0,04/08/2011,28/11/2013,3,26,1.25
2932,11971,Injoos,web,1,IND,,,0,0,,,0,0,02/04/2008,02/04/2008,1,5,50.0
2956,11988,Artivision Technologies,advertising,1,SGP,,,0,0,,,0,0,01/09/2008,01/09/2008,1,5,50.0
2958,119899,Plan to Start,unknown,1,unknown,,,0,0,,,0,0,01/08/2010,01/08/2010,1,1,50.0
2960,11990,PropertyBridge,software,1,USA,,,0,0,31/01/2006,31/01/2006,1,2000000,01/01/2004,01/01/2004,1,2,50.0
2966,11996,Gossip Girls,other,0,USA,,,0,0,,,0,0,,,0,0,50.0
2967,11997,DigitalGlobe,other,1,USA,,,0,0,01/03/2004,01/03/2004,1,0,06/10/2008,01/01/2013,4,14,50.0
2971,12,Twitter,social,1,USA,,,0,0,01/07/2007,08/09/2011,8,1160166511,01/09/2010,12/12/2013,6,162,50.0
2972,120,TripUp,web,0,USA,,,0,0,,,0,0,21/05/2007,08/05/2011,3,2,50.0
2979,12003,Berrystore,mobile,1,unknown,,,0,0,,,0,0,,,0,1,50.0
2985,12009,cligs,web,1,unknown,,,0,0,,,0,0,18/08/2009,01/12/2009,2,0,50.0
2990,12011,SGI,hardware,1,USA,,,0,0,,,0,0,01/01/2009,09/05/2012,2,51,50.0
2991,12012,Silicon Graphics,network_hosting,1,unknown,,,0,0,,,0,0,01/08/2004,01/08/2004,1,66,50.0
3000,12019,Qumranet,software,1,USA,,,0,0,,,0,0,01/01/2005,01/01/2005,1,6,50.0
3002,12020,DormNoise,web,0,USA,,,0,0,01/01/2008,06/05/2010,2,950000,,,0,1,50.0
3016,120283,Devenirpilotedeligne.com,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
3035,12041,nugg.ad AG,advertising,1,DEU,07/03/2013,07/03/2013,1,1,,,0,0,01/01/2006,01/01/2006,1,6,0.0
3044,1205,Songbird,mobile,0,USA,,,0,0,02/10/2006,27/01/2010,3,11015719,03/03/2011,14/06/2013,4,27,50.0
3045,12050,"Ripple6, Inc.",software,1,USA,,,0,0,,,0,0,01/10/2008,14/05/2010,2,7,50.0
3047,12052,Kiva Systems,hardware,1,USA,,,0,0,01/01/2003,24/05/2006,2,11600000,22/12/2009,19/03/2012,3,13,50.0
3049,12053,Relegence,search,1,USA,,,0,0,,,0,0,01/01/2000,24/10/2009,2,4,50.0
3065,12069,BanyanLink,web,0,unknown,,,0,0,,,0,0,,,0,3,50.0
3069,12071,Xtify Inc.,mobile,1,USA,,,0,0,01/05/2010,07/02/2012,2,5686383,10/11/2010,03/10/2013,3,9,50.0
3071,12073,Playcharts.com,games_video,0,DNK,,,0,0,,,0,0,,,0,0,50.0
3078,12079,Zubka,unknown,0,GBR,,,0,0,09/02/2007,09/02/2007,1,3896937,,,0,2,50.0
3088,12087,Rapid Reporting,software,1,USA,,,0,0,,,0,0,01/01/2004,01/01/2004,1,3,50.0
3091,120896,Pendrell Corporation,enterprise,1,USA,,,0,0,,,0,0,01/01/2013,01/01/2013,1,4,50.0
3092,120899,ContentGuard,software,1,USA,,,0,0,,,0,0,,,0,1,50.0
3098,12094,Tailgate Technologies,advertising,0,GBR,,,0,0,06/01/2008,06/01/2008,1,0,,,0,2,50.0
3103,12098,Mercado,software,1,USA,,,0,0,,,0,0,,,0,6,50.0
3104,12099,SolFocus,cleantech,0,USA,,,0,0,01/03/2006,01/04/2012,8,211403000,01/01/2007,27/10/2010,2,6,50.0
3110,12102,Sonosite,biotech,1,USA,10/03/2010,18/01/2012,2,1,,,0,0,01/01/2002,10/11/2013,2,3,1.0
3131,12116,OffsetX,web,0,USA,,,0,0,,,0,0,,,0,1,50.0
3133,12117,Netcontinuum,software,1,USA,,,0,0,17/10/2005,17/10/2005,1,15000000,01/01/2005,01/01/2005,1,4,50.0
3134,12118,Berkeley Networks,unknown,1,unknown,,,0,0,,,0,0,01/01/1998,01/01/1998,1,4,50.0
3135,1212,GridNetworks,network_hosting,0,USA,,,0,0,01/01/2006,20/05/2008,4,30000000,01/08/2005,10/03/2008,2,7,50.0
3156,12137,Johnson & Johnson,biotech,1,USA,28/09/2009,28/09/2009,1,1,,,0,0,03/01/2011,01/12/2012,2,168,0.0
3161,1214,Quigo,advertising,1,USA,,,0,0,01/03/2004,07/06/2007,2,35000000,,,0,25,50.0
3172,12150,G-frag.com,games_video,0,unknown,,,0,0,,,0,0,,,0,0,50.0
3179,12156,Media by Numbers,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
3183,1216,Evite,web,1,USA,,,0,0,,,0,0,01/01/2013,02/10/2013,2,16,50.0
3187,121613,Crashpadder,web,1,unknown,,,0,0,,,0,0,,,0,3,50.0
3198,1217,Defensio,security,1,CAN,,,0,0,,,0,0,,,0,2,50.0
3199,12170,InterStilist Professionnel,web,0,unknown,,,0,0,,,0,0,,,0,0,50.0
3200,12171,Guardium,search,1,USA,,,0,0,12/08/2005,17/05/2006,2,11800000,01/01/2002,30/11/2009,2,1,50.0
3201,12173,Sentrigo,software,1,USA,,,0,0,08/05/2007,21/12/2010,3,9500000,01/01/2006,23/03/2011,2,9,50.0
3210,12178,ExactTarget,software,1,USA,,,0,0,21/07/2004,24/10/2012,7,238209999,23/11/2011,04/08/2013,3,29,50.0
3212,12179,Vontoo,public_relations,0,USA,,,0,0,17/02/2009,24/02/2011,2,2192000,27/07/2010,09/02/2011,3,10,50.0
3224,12185,Hologic,biotech,1,USA,,,0,0,,,0,0,02/06/2011,01/01/2012,2,14,50.0
3231,12188,Mybandstock,games_video,0,USA,,,0,0,01/05/2010,01/05/2010,1,0,01/08/2010,01/08/2010,1,4,50.0
3234,12190,Voxel (Internap),network_hosting,1,USA,,,0,0,25/03/2011,25/03/2011,1,5500000,18/01/2011,03/01/2012,3,10,50.0
3237,12192,Legent Corporation,software,1,USA,,,0,0,,,0,0,01/01/1994,01/01/1994,1,14,50.0
3242,12197,Kiwibox,web,1,USA,,,0,0,,,0,0,09/09/1999,07/03/2011,3,3,50.0
3245,122,Fleck,web,0,NLD,,,0,0,01/11/2006,01/11/2006,1,287033,01/01/2006,22/08/2013,7,2,50.0
3248,12203,Infima Technologies,network_hosting,0,ISR,,,0,0,26/04/2006,20/09/2008,2,630000,,,0,4,50.0
3253,12208,The Hyperfactory,mobile,1,AUS,,,0,0,,,0,0,01/01/2001,21/07/2009,2,2,50.0
3257,1221,Comeks,mobile,0,GIN,,,0,0,03/05/2007,03/05/2007,1,1000000,13/02/2009,13/02/2009,1,0,50.0
3276,12224,DubMeNow,mobile,0,USA,,,0,0,01/08/2008,05/06/2012,4,7516703,02/04/2009,22/02/2010,3,5,50.0
3282,1223,SezWho,web,1,USA,,,0,0,01/10/2007,01/10/2007,1,1000000,01/01/2008,01/01/2012,3,4,50.0
3285,12232,Siri,software,1,USA,,,0,0,13/10/2008,24/11/2009,2,24000000,15/03/2010,05/12/2013,2,10,50.0
3290,1224,Peer39,advertising,1,USA,,,0,0,01/03/2006,24/01/2012,7,29915001,01/01/2010,18/04/2013,5,18,50.0
3292,122408,Tech Hollywood Studios,ecommerce,1,unknown,,,0,0,,,0,0,,,0,0,50.0
3295,12243,BuzzGain,public_relations,1,USA,,,0,0,,,0,0,01/03/2008,28/01/2009,2,5,50.0
3302,12249,Microsupply,hardware,0,USA,,,0,0,,,0,0,,,0,0,50.0
3306,122518,Big Brown Box,unknown,1,unknown,,,0,0,,,0,0,01/01/2010,01/01/2010,1,1,50.0
3308,12252,echomusic,games_video,1,USA,,,0,0,,,0,0,,,0,0,50.0
3320,1226,fav.or.it,web,0,GBR,,,0,0,18/02/2009,18/02/2009,1,712000,05/08/2008,02/11/2010,3,2,50.0
3333,12269,Freebo,web,0,USA,,,0,0,,,0,0,,,0,0,50.0
3346,12277,Engineering Ideas,consulting,0,ZAF,,,0,0,18/05/2008,18/05/2008,1,60000,,,0,4,50.0
3355,12285,MX Logic,security,1,USA,,,0,0,07/11/2006,07/11/2006,1,4000000,01/08/2008,01/08/2008,1,5,50.0
3358,12287,Websense,software,1,USA,,,0,0,25/09/2006,25/09/2006,1,18000000,01/03/2011,20/05/2013,3,23,50.0
3361,1229,Qloud,games_video,1,USA,,,0,0,01/05/2006,01/05/2006,1,600000,01/01/2006,26/09/2009,3,5,50.0
3371,12298,ZingFu Enterprises,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
3373,123,Coghead,web,1,USA,,,0,0,01/03/2006,01/03/2007,2,11200000,,,0,1,50.0
3379,12305,MediaUnbound,software,1,USA,,,0,0,,,0,0,05/02/2001,08/12/2008,2,5,50.0
3402,12329,Digital Dandelion,web,0,unknown,,,0,0,15/10/2008,15/10/2008,1,25000,01/08/2008,29/10/2013,5,4,50.0
3411,12334,GroupCard,web,1,USA,,,0,0,01/06/2009,01/06/2009,1,0,15/04/2008,29/04/2010,3,3,50.0
3418,12337,Party Buzz,web,0,unknown,,,0,0,,,0,0,11/11/2008,11/11/2008,1,0,50.0
3425,1234,Vitrue,enterprise,1,USA,,,0,0,01/05/2006,17/02/2011,4,33000000,18/01/2010,10/12/2013,5,26,50.0
3427,12341,Socialfly,enterprise,0,USA,,,0,0,,,0,0,01/01/2008,11/11/2008,3,2,50.0
3436,12346,WedSnap,web,1,unknown,,,0,0,,,0,0,01/05/2006,09/05/2012,2,1,50.0
3438,12347,GoHoster,web,0,unknown,,,0,0,,,0,0,,,0,1,50.0
3440,12348,"Wildfire, a division of Google",enterprise,1,USA,,,0,0,01/12/2008,01/12/2011,4,14100000,06/02/2012,07/05/2013,4,19,50.0
3443,12350,zip2,unknown,1,unknown,,,0,0,,,0,0,01/01/2001,01/01/2001,1,11,50.0
3446,12352,SolarCity,cleantech,1,USA,,,0,0,15/09/2006,18/06/2013,13,789039992,01/02/2012,29/05/2013,3,19,50.0
3447,12353,Cardcloud,mobile,1,NLD,,,0,0,,,0,0,05/04/2009,30/07/2009,2,11,50.0
3448,12354,Gravatar,unknown,1,unknown,,,0,0,,,0,0,02/08/2012,02/08/2012,1,0,50.0
3450,12355,Buddy Press,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
3459,1236,Pelago,mobile,1,USA,,,0,0,01/11/2006,27/05/2008,3,22400000,30/06/2008,18/04/2011,3,18,50.0
3461,123604,Carmine,web,1,GBR,,,0,0,14/10/2011,14/10/2011,1,0,01/10/2011,01/10/2011,1,2,50.0
