,entity_id,name,category_code,status,country_code,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,Average_inevstment_time
163861,52388,API Technologies,hardware,1,USA,,,0,0,,,0,0,28/02/2011,05/11/2013,2,1,50.0
163864,52390,Kuchera Group,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
163873,524,Pluck,web,1,USA,,,0,0,01/01/2004,14/11/2006,3,17000000,01/01/2007,02/07/2010,4,7,50.0
163881,52406,MapMyFitness,health,1,USA,,,0,0,01/01/2007,19/06/2013,5,23500000,01/08/2012,14/11/2013,3,13,50.0
163917,52442,eegoes,social,0,USA,,,0,0,19/07/2010,26/07/2011,3,2097100,25/10/2010,25/10/2010,1,0,50.0
163940,5247,BView,network_hosting,0,GBR,,,0,0,01/01/2008,01/01/2008,1,4014727,,,0,4,50.0
163942,52471,Biomoda,biotech,1,USA,,,0,0,16/03/2010,16/03/2010,1,1000000,,,0,2,50.0
163950,52479,Immunologix,biotech,1,USA,,,0,0,12/03/2010,20/07/2011,2,450948,,,0,3,50.0
163959,52489,Huizhou Dongri Digital,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
163964,52494,Dantec Dynamics,unknown,1,DNK,,,0,0,,,0,0,,,0,0,50.0
163970,525,FilmLoop,web,0,USA,,,0,0,01/02/2005,01/05/2006,2,12600000,01/07/2005,30/08/2010,4,3,50.0
163971,52500,Laverock Von Schoultz,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
163974,52503,Accu-Time Systems,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
163976,52505,Gilon Business Insight,unknown,1,ISR,,,0,0,,,0,0,10/02/2010,10/02/2010,1,0,50.0
163979,52508,MBS Dev,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
163987,52516,VISI,unknown,1,USA,,,0,0,,,0,0,01/06/2001,01/06/2001,1,1,50.0
164005,52537,ResQU,software,0,SWE,,,0,0,24/02/2010,24/02/2010,1,679000,01/04/2009,01/04/2009,1,1,50.0
164012,52544,Kneebone,software,1,CAN,,,0,0,08/12/2008,05/01/2010,2,482000,01/01/2004,01/01/2004,1,3,50.0
164020,52552,Melody Management,music,0,unknown,,,0,0,31/03/2010,31/03/2010,1,250000,,,0,0,50.0
164030,52563,The Beauty Tribe,web,0,DEU,,,0,0,01/04/2010,01/04/2010,1,100000,,,0,0,50.0
164032,52565,MMO-Champion,games_video,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164033,52566,Fondu,web,1,USA,,,0,0,01/11/2011,01/11/2011,1,575000,01/02/2011,12/03/2012,2,4,50.0
164043,52575,DLoG,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164045,52577,GE ASSET INTELLIGENCE,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164046,52578,Pace,hardware,1,GBR,,,0,0,,,0,0,01/01/2012,01/01/2012,1,9,50.0
164047,52579,Bewan Systems,public_relations,1,FRA,,,0,0,,,0,0,,,0,0,50.0
164050,52581,CIRCUIT EXPRESS,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
164051,52582,AdPortal,web,1,USA,,,0,0,,,0,0,,,0,1,50.0
164053,52584,Systems Integration & Automation,security,1,GBR,,,0,0,,,0,0,,,0,0,50.0
164055,52586,Shovon,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164060,52590,Iontas,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164062,52592,AXIALOG,unknown,1,FRA,,,0,0,,,0,0,,,0,0,50.0
164068,52598,Anittel,public_relations,1,AUS,,,0,0,,,0,0,,,0,0,50.0
164069,52599,Accord Technologies,unknown,1,AUS,,,0,0,,,0,0,,,0,1,50.0
164070,526,BitPass,web,0,USA,,,0,0,01/07/2003,01/09/2004,2,13300000,01/01/2004,14/10/2013,5,7,50.0
164072,52601,AXXIS Pty.,public_relations,1,AUS,,,0,0,,,0,0,,,0,0,50.0
164073,52602,Aspirence,unknown,1,AUS,,,0,0,,,0,0,,,0,0,50.0
164074,52603,RADVISION,public_relations,1,USA,,,0,0,,,0,0,03/02/2010,15/03/2012,3,26,50.0
164075,52604,Gladstone,unknown,1,GBR,,,0,0,,,0,0,,,0,0,50.0
164077,52606,Solesys,mobile,1,CHE,,,0,0,,,0,0,,,0,0,50.0
164079,52608,ShopSmartSearch,web,0,USA,,,0,0,,,0,0,01/01/1999,01/01/1999,1,3,50.0
164082,52611,MacSpeech,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
164084,52613,Veriteq Instruments,unknown,1,CAN,,,0,0,,,0,0,,,0,0,50.0
164090,52620,Bike Bros,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164094,52625,Fihrst Management Services,unknown,1,ZAF,,,0,0,,,0,0,,,0,0,50.0
164096,52627,StaffMD,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
164100,52631,Game Advertising Online,advertising,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164103,52634,Etesius,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164104,52635,Cobent,software,1,GBR,,,0,0,,,0,0,,,0,0,50.0
164105,52636,PALnet,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164109,5264,Dilithium Networks,mobile,0,USA,,,0,0,23/04/2003,03/06/2010,7,98170000,01/07/2005,30/05/2012,3,12,50.0
164134,52663,Doozly,software,0,USA,,,0,0,,,0,0,25/07/2010,14/08/2010,2,2,50.0
164164,52692,Callio Technologies,software,0,CAN,,,0,0,02/02/2005,02/02/2005,1,1250000,,,0,1,50.0
164166,52694,Plethora Technology,software,0,USA,,,0,0,09/06/2005,09/06/2005,1,1000000,,,0,1,50.0
164177,52705,Friend.ly,web,1,USA,,,0,0,01/01/2011,01/01/2011,1,5000000,13/06/2011,10/10/2011,2,14,50.0
164217,52746,Augme,advertising,1,USA,,,0,0,,,0,0,12/01/2011,04/08/2011,2,4,50.0
164221,5275,Sparkroom,advertising,1,CAN,,,0,0,18/03/2008,18/03/2008,1,4000000,01/01/2008,01/01/2008,1,6,50.0
164224,52752,Taskmit,web,0,GBR,,,0,0,01/11/2010,01/11/2010,1,18316,01/07/2010,01/07/2010,1,2,50.0
164249,52776,Strategic Analytics,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
164252,52779,GFI Germany,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164253,52780,Midbyte InformÃ¡tica,software,1,BRA,,,0,0,,,0,0,,,0,0,50.0
164255,52782,Halifax Corporation of Virginia,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
164260,52787,Professional Protection Systems,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164262,52790,Decision Dynamics Technology,software,1,CAN,,,0,0,,,0,0,,,0,0,50.0
164269,52797,SphereOptics,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
164271,52799,Bright Blue Solutions,unknown,1,AUS,,,0,0,,,0,0,,,0,0,50.0
164272,528,Alibaba,ecommerce,1,CHN,01/01/2012,03/10/2013,4,4,,,0,0,12/07/2012,04/12/2013,6,26,0.25
164275,52803,Medicamobile,unknown,1,JPN,,,0,0,,,0,0,,,0,0,50.0
164277,52805,Keesing Reference Systems,unknown,1,NLD,,,0,0,,,0,0,,,0,0,50.0
164280,52808,Aurora Systems,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
164283,52810,Goya,software,1,NOR,,,0,0,,,0,0,,,0,0,50.0
164287,52814,Urgent Technology,software,1,GBR,,,0,0,,,0,0,,,0,0,50.0
164289,52816,Glacier Consulting,unknown,1,ZAF,,,0,0,,,0,0,,,0,0,50.0
164290,52817,RockWest Technology,security,1,USA,,,0,0,,,0,0,,,0,0,50.0
164291,52818,Cognotec,unknown,1,IRL,,,0,0,,,0,0,01/01/1996,01/01/1996,1,1,50.0
164303,5283,Streamy,web,0,USA,,,0,0,,,0,0,,,0,2,50.0
164329,52856,SmartSignal,software,1,USA,,,0,0,24/03/2005,24/03/2005,1,250000,01/01/2005,01/01/2005,1,5,50.0
164340,52867,Office Document i Malardalen,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164344,52870,Adrime,advertising,1,NLD,,,0,0,,,0,0,01/01/2005,01/01/2005,1,2,50.0
164346,52872,IRP GmbH,games_video,1,CHE,,,0,0,,,0,0,,,0,0,50.0
164349,52875,CmyCasa,software,0,USA,,,0,0,01/01/2008,01/01/2008,1,600000,01/06/2010,01/06/2010,1,1,50.0
164354,52880,ActekSoft,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
164356,52882,Texchem-Pack Holdings,unknown,1,MYS,,,0,0,,,0,0,,,0,0,50.0
164360,52886,Security Applications,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164363,52889,EO NETWORKS,unknown,1,POL,,,0,0,,,0,0,,,0,0,50.0
164364,5289,Tjoos,ecommerce,1,AUS,,,0,0,,,0,0,01/06/2007,03/03/2010,2,1,50.0
164368,52893,Actiontop Electronics,unknown,1,CHN,,,0,0,,,0,0,,,0,0,50.0
164372,52897,InfoPortugal,unknown,1,PRT,,,0,0,,,0,0,,,0,0,50.0
164375,529,Kelkoo,ecommerce,1,USA,,,0,0,01/01/1999,01/01/1999,1,3000000,19/05/2008,04/05/2011,4,12,50.0
164378,52902,Farfield,unknown,1,GBR,,,0,0,,,0,0,,,0,0,50.0
164385,5291,Rednano,search,0,SGP,,,0,0,,,0,0,18/03/2008,18/03/2008,1,0,50.0
164387,52911,DigiMIS,unknown,1,GBR,,,0,0,,,0,0,,,0,0,50.0
164389,52913,Digital Praise,games_video,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164405,5293,Infinia,cleantech,1,USA,,,0,0,01/01/2006,08/05/2013,12,151871481,30/09/2008,01/08/2011,2,15,50.0
164419,52944,Maiden Media Group,advertising,1,USA,,,0,0,,,0,0,12/10/2010,12/10/2010,1,4,50.0
164422,52950,iOpus,software,1,DEU,,,0,0,,,0,0,01/06/2000,01/06/2000,1,2,50.0
164426,52954,Helixis,biotech,1,USA,,,0,0,,,0,0,01/01/2009,01/01/2009,1,4,50.0
164432,5296,Newsweek,news,1,USA,,,0,0,,,0,0,01/01/2008,03/08/2013,2,5,50.0
164439,52967,Energy Level Systems,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164440,52968,Guangzhou Pro Way Technology,software,1,CHN,,,0,0,,,0,0,,,0,0,50.0
164443,52971,SafeData,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
164445,52973,Shenzhen Jiama Information System,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164448,52976,Pebblestone Fashion,unknown,1,NLD,,,0,0,,,0,0,,,0,0,50.0
164452,5298,Accoona,search,0,USA,,,0,0,,,0,0,01/01/2006,01/12/2008,2,3,50.0
164453,52980,OSR Solutions,unknown,1,USA,,,0,0,,,0,0,,,0,0,50.0
164454,52981,Shoot it!,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164455,52982,Sparco Technologies,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164461,52989,I TO I Technology,unknown,1,ZAF,,,0,0,,,0,0,,,0,0,50.0
164468,52995,MapData Sciences,unknown,1,AUS,,,0,0,,,0,0,,,0,0,50.0
164472,52999,Australian Seismic Brokers,unknown,1,AUS,,,0,0,,,0,0,,,0,0,50.0
164473,53,LifeLock,security,1,USA,,,0,0,01/10/2006,14/03/2012,5,177850000,08/06/2010,12/12/2013,5,21,50.0
164474,530,Musicmatch,web,1,USA,01/01/2012,01/01/2012,1,1,,,0,0,01/01/2003,01/01/2003,1,9,0.0
164478,53003,Asia Pacific Marine Container Lines,other,0,CAN,,,0,0,01/09/1998,01/09/1998,1,0,01/05/1995,01/05/1995,1,2,50.0
164482,53007,PlayPhilo.Com,web,1,USA,,,0,0,29/07/2010,29/07/2010,1,0,01/07/2010,04/08/2011,3,4,50.0
164488,53012,Root3,unknown,1,GBR,,,0,0,,,0,0,,,0,0,50.0
164489,53013,263.com,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164503,53026,GazeHawk,finance,1,USA,,,0,0,01/06/2010,01/06/2010,1,0,29/07/2010,29/07/2010,1,4,50.0
164530,53055,Jaymail Email Marketing,advertising,0,GBR,,,0,0,,,0,0,,,0,0,50.0
164534,5306,Efficient Frontier,advertising,1,USA,,,0,0,31/08/2006,31/08/2006,1,6000000,27/09/2010,21/03/2012,4,25,50.0
164572,531,sezmi,games_video,1,USA,,,0,0,01/08/2007,07/11/2011,5,78573646,28/11/2007,31/05/2012,4,10,50.0
164613,53139,Adjacency,unknown,1,unknown,,,0,0,,,0,0,01/03/1996,01/03/1996,1,2,50.0
164615,53141,Tello,web,1,USA,,,0,0,03/06/2010,28/02/2012,3,4999900,01/05/2010,04/01/2013,2,5,50.0
164688,53224,UberTwitter,web,1,unknown,,,0,0,,,0,0,16/01/2010,16/01/2010,1,1,50.0
164692,53228,HireHive,unknown,0,unknown,,,0,0,,,0,0,05/11/2010,05/11/2010,1,0,50.0
164697,53232,The .tv Corporation,games_video,1,USA,,,0,0,30/03/2000,30/03/2000,1,0,01/01/2000,01/01/2000,1,1,50.0
164728,53263,fflick,web,1,unknown,,,0,0,01/08/2010,01/08/2010,1,0,02/08/2010,25/01/2011,2,4,50.0
164762,533,Atom Entertainment,web,1,USA,,,0,0,01/03/2001,01/03/2001,1,22900000,,,0,9,50.0
164766,53304,GeekStatus,web,0,USA,,,0,0,10/02/2009,12/06/2010,4,435953,,,0,0,50.0
164775,53314,toptable,web,1,GBR,,,0,0,,,0,0,26/11/2012,26/11/2012,1,1,50.0
164791,5333,Weeno Media,web,0,IRL,,,0,0,,,0,0,,,0,1,50.0
164792,53330,Ayeah Games,games_video,0,USA,,,0,0,16/08/2010,15/02/2011,2,530000,11/10/2010,15/02/2011,2,5,50.0
164795,53333,Winland Electronics,hardware,1,USA,,,0,0,,,0,0,,,0,0,50.0
164797,53335,Printed Piece,web,0,USA,,,0,0,03/08/2010,03/08/2010,1,15000,01/04/2010,01/04/2010,1,2,50.0
164799,53338,AMETEK,unknown,1,USA,,,0,0,,,0,0,,,0,3,50.0
164814,53354,Hedgefund.net,unknown,1,USA,,,0,0,,,0,0,,,0,1,50.0
164824,53363,Meriton Networks,public_relations,1,CAN,,,0,0,27/06/2005,27/06/2005,1,54000000,01/01/2005,01/01/2005,1,3,50.0
164843,53380,MobiPrimo Technologies,mobile,1,unknown,,,0,0,,,0,0,01/02/2010,20/10/2011,2,2,50.0
164851,53389,Investopedia,unknown,1,unknown,,,0,0,,,0,0,01/01/2010,01/01/2010,1,1,50.0
164884,5342,Wavemaker Software,software,1,USA,,,0,0,19/07/2005,09/02/2011,3,14695000,,,0,6,50.0
164902,53443,AppMakr,mobile,1,SGP,,,0,0,25/10/2010,25/10/2010,1,1000000,25/10/2010,21/08/2013,3,8,50.0
164908,5345,Packeteer,web,1,USA,,,0,0,,,0,0,01/01/2006,01/01/2006,1,7,50.0
164917,53459,CMP Therapeutics,biotech,0,GBR,,,0,0,29/07/2010,29/07/2010,1,1960350,,,0,1,50.0
164918,5346,Blue Coat Systems,software,1,USA,,,0,0,,,0,0,09/12/2011,01/06/2013,2,37,50.0
164928,5347,VirtualLogix,software,1,USA,,,0,0,01/01/2004,12/01/2010,4,29288979,01/08/2008,01/08/2008,1,9,50.0
164929,53470,RaySat,public_relations,1,USA,,,0,0,15/06/2005,15/06/2005,1,27000000,01/01/2004,01/01/2004,1,3,50.0
164930,53471,TelASIC Communications,public_relations,0,USA,,,0,0,22/03/2005,22/03/2005,1,26000000,,,0,4,50.0
164938,53479,Instantiations,software,1,unknown,,,0,0,,,0,0,,,0,0,50.0
164943,53484,NBO TV,news,0,NZL,,,0,0,21/07/2010,20/08/2010,2,18000000,30/07/2010,30/07/2010,1,2,50.0
164970,53510,ToVieFor,ecommerce,0,USA,,,0,0,01/04/2010,01/01/2011,2,93000,01/12/2010,06/09/2011,3,3,50.0
164979,5352,NameIntelligence,web,1,USA,,,0,0,,,0,0,01/08/2004,01/08/2004,1,3,50.0
164987,5353,Fonemesh,mobile,0,USA,,,0,0,01/05/2008,01/06/2008,2,250000,18/09/2008,09/04/2013,2,0,50.0
165027,53570,Plannr,mobile,1,unknown,,,0,0,,,0,0,08/10/2010,22/05/2012,2,2,50.0
165037,53580,Voltaire,public_relations,1,USA,,,0,0,06/06/2005,06/06/2005,1,15000000,01/01/2008,22/12/2010,2,14,50.0
165038,53581,Whereoscope,hardware,0,USA,,,0,0,05/08/2010,05/08/2010,1,0,01/01/2009,27/01/2011,2,2,50.0
165045,53589,GigaFin Networks,public_relations,0,USA,,,0,0,09/11/2005,09/11/2005,1,14600000,01/01/2006,01/01/2006,1,2,50.0
165050,53595,Bitmob Media,games_video,1,unknown,,,0,0,,,0,0,01/03/2009,01/03/2009,1,3,50.0
165056,5360,eShop,unknown,1,unknown,,,0,0,,,0,0,,,0,1,50.0
165074,53616,Aspen Technology,software,1,USA,,,0,0,,,0,0,01/01/2005,01/03/2013,2,11,50.0
165077,53619,Cardiocom,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
165096,53636,Goozzy,web,0,RUS,,,0,0,01/02/2010,01/09/2010,2,650000,01/11/2009,01/11/2009,1,2,50.0
165107,53647,Akeena Solar,cleantech,1,USA,,,0,0,,,0,0,,,0,3,50.0
165143,53683,Volly,mobile,1,unknown,,,0,0,,,0,0,01/07/2010,01/07/2010,1,4,50.0
165144,53684,LGC Wireless,public_relations,1,USA,,,0,0,03/09/2005,03/09/2005,1,13000000,01/01/2004,01/01/2004,1,7,50.0
165146,53686,Coradiant,public_relations,1,USA,,,0,0,22/08/2005,22/08/2005,1,12700000,01/01/2008,28/04/2011,2,9,50.0
165150,5369,websnapr,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
165179,53719,IndexTank,search,1,USA,,,0,0,18/04/2011,18/04/2011,1,1600000,,,0,2,50.0
165198,53738,Publisha,web,0,GBR,,,0,0,01/09/2009,01/09/2009,1,405956,01/02/2010,01/02/2010,1,3,50.0
165241,53780,Kiko,software,1,unknown,,,0,0,01/08/2005,01/08/2005,1,50000,01/01/2006,01/01/2006,1,4,50.0
165251,53790,Qubulus,transportation,0,SWE,,,0,0,20/02/2012,20/02/2012,1,0,29/05/2012,29/05/2012,1,3,50.0
165260,538,Friendster,web,1,MYS,,,0,0,01/12/2002,05/08/2008,5,48500000,01/03/2009,22/10/2012,3,24,50.0
165271,53812,Pancetera,enterprise,1,USA,,,0,0,13/12/2009,13/12/2009,1,5000000,01/01/2010,01/01/2010,1,6,50.0
165273,53814,PacketHop,public_relations,0,USA,,,0,0,08/08/2005,08/08/2005,1,10000000,01/01/2005,01/01/2005,1,2,50.0
165291,53831,Inaura,other,0,USA,,,0,0,06/01/2005,06/01/2005,1,8500000,,,0,3,50.0
165316,5386,Cellity,mobile,1,DEU,,,0,0,01/07/2007,01/07/2007,1,0,14/11/2008,14/11/2008,1,4,50.0
165319,53863,EntropySoft,software,1,FRA,,,0,0,16/03/2011,16/03/2011,1,3500000,01/03/2005,01/03/2005,1,1,50.0
165329,53885,AdGrok,advertising,1,USA,,,0,0,01/05/2010,07/03/2011,2,470000,02/06/2010,17/04/2013,3,3,50.0
165333,53889,AMSC,cleantech,1,USA,,,0,0,20/04/2012,20/04/2012,1,25000000,24/05/2011,24/05/2011,1,6,50.0
165343,5390,F2 Interactive,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
165384,53939,Biovail CRD,biotech,1,unknown,,,0,0,,,0,0,,,0,0,50.0
165392,53946,T-Networks,public_relations,0,USA,,,0,0,28/02/2005,28/02/2005,1,5750000,,,0,0,50.0
165393,53947,Celletra,public_relations,1,ISR,,,0,0,18/03/2005,18/03/2005,1,5700000,,,0,1,50.0
165396,5395,Arseblog,web,1,unknown,,,0,0,,,0,0,,,0,1,50.0
165415,53969,Wintegra,unknown,1,unknown,,,0,0,01/01/2000,01/11/2008,7,50688090,,,0,0,50.0
165426,5398,Day Software,software,1,CHE,,,0,0,,,0,0,01/09/2008,27/07/2010,2,4,50.0
165445,54,Wesabe,web,0,USA,,,0,0,01/02/2007,01/06/2007,2,4700000,01/01/2006,20/04/2011,4,3,50.0
165447,5400,Telelogic,software,1,SWE,,,0,0,,,0,0,01/09/2005,01/09/2005,1,8,50.0
165475,54027,NeGoBuY,ecommerce,0,unknown,,,0,0,05/12/2009,05/12/2009,1,250000,01/08/2010,18/02/2011,2,4,50.0
165479,54030,Penwest,biotech,1,unknown,,,0,0,,,0,0,,,0,1,50.0
165497,54049,alfabet,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
165508,5406,Tiny Prints,ecommerce,1,USA,,,0,0,23/04/2008,23/04/2008,1,0,25/05/2010,09/02/2011,3,11,50.0
165512,54064,T-VIPS,public_relations,1,NOR,,,0,0,23/02/2005,23/02/2005,1,4490000,01/04/2009,01/04/2009,1,4,50.0
165514,54066,Blue Vector Systems,public_relations,0,USA,,,0,0,21/09/2005,21/09/2005,1,4000000,,,0,1,50.0
165524,54077,MakerBot,hardware,1,USA,,,0,0,23/08/2011,23/08/2011,1,10000000,04/02/2013,04/12/2013,2,6,50.0
165548,541,Nielsen,web,1,USA,01/02/2013,01/02/2013,1,1,,,0,0,04/04/2012,27/11/2013,5,51,0.0
165550,54101,Sqoot,ecommerce,1,USA,,,0,0,01/01/2010,01/01/2010,1,15000,11/08/2010,01/04/2012,3,2,50.0
165558,5411,Sometrics,games_video,1,USA,,,0,0,14/05/2008,16/10/2009,3,5550000,25/01/2010,20/09/2011,4,10,50.0
165569,5412,Increo Solutions,enterprise,1,USA,,,0,0,01/05/2008,01/05/2008,1,500000,,,0,4,50.0
165580,54130,Kiss Insights,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
165608,54159,Ventus Medical,medical,1,USA,,,0,0,11/08/2010,11/08/2010,1,40000000,01/01/2011,01/01/2011,1,12,50.0
165619,54169,Quantum,enterprise,1,USA,,,0,0,17/06/2011,17/06/2011,1,3600000,01/01/2012,18/06/2013,2,41,50.0
165625,54175,LawPivot,legal,1,USA,,,0,0,15/12/2010,01/12/2011,2,1600000,19/05/2011,01/08/2011,2,5,50.0
165627,54177,Invicta Networks,public_relations,0,USA,,,0,0,09/08/2005,09/08/2005,1,200000,,,0,0,50.0
165651,542,Buzzmetrics,web,1,USA,,,0,0,,,0,0,,,0,4,50.0
165658,54205,WebinarBase,advertising,0,unknown,,,0,0,,,0,0,,,0,0,50.0
165671,54217,rVue,advertising,1,USA,,,0,0,16/09/2010,05/01/2011,2,3200000,,,0,4,50.0
165674,5422,LiveAutographs,web,1,USA,,,0,0,,,0,0,14/08/2008,14/08/2008,1,0,50.0
165677,54222,BodyMedia,health,1,USA,,,0,0,20/03/2012,23/05/2012,2,14727154,01/01/2000,30/04/2013,2,6,50.0
165716,54260,damntheradio,web,1,USA,,,0,0,01/01/2010,01/01/2010,1,0,01/06/2010,18/01/2011,2,4,50.0
165752,543,MusicGremlin,hardware,1,USA,,,0,0,01/12/2003,01/02/2005,2,11600000,,,0,0,50.0
165777,54321,Hudson Valley Foodworks,other,0,USA,,,0,0,,,0,0,,,0,0,50.0
165795,54339,gantto,web,1,USA,,,0,0,02/08/2010,02/08/2010,1,0,01/06/2010,09/07/2013,3,2,50.0
165807,5435,NetworthIQ,web,1,USA,,,0,0,,,0,0,,,0,3,50.0
165811,54353,CeNeRx BioPharma,biotech,0,USA,,,0,0,19/01/2010,18/06/2012,4,26253674,01/10/2005,01/10/2005,1,6,50.0
165824,54365,Premium Advert Solutions,advertising,0,USA,,,0,0,14/08/2010,14/08/2010,1,2000,14/08/2010,14/08/2010,1,1,50.0
165864,54405,Safari.TV,public_relations,1,ZAF,,,0,0,,,0,0,01/03/2010,01/03/2010,1,4,50.0
165868,54409,Cupónica,ecommerce,1,ARG,,,0,0,,,0,0,01/07/2011,01/07/2011,2,5,50.0
165896,5444,Saba,software,1,USA,,,0,0,,,0,0,01/01/2013,01/01/2013,1,20,50.0
165916,5446,Teen Media Productions,network_hosting,0,USA,,,0,0,,,0,0,,,0,5,50.0
165922,54465,Kima Labs,mobile,1,USA,,,0,0,01/08/2010,01/08/2010,1,770000,01/01/2010,18/02/2012,3,3,50.0
165924,54467,Platester,public_relations,1,USA,,,0,0,,,0,0,01/03/2008,01/03/2008,1,2,50.0
165946,54488,Smooth-Stone,cleantech,0,USA,,,0,0,16/08/2010,16/08/2010,1,48000000,15/11/2010,19/04/2012,3,1,50.0
165958,54501,Select Start Studios,mobile,1,CAN,,,0,0,,,0,0,01/04/2009,01/04/2009,1,1,50.0
165960,54504,Mobio,games_video,1,CAN,,,0,0,03/05/2011,28/02/2012,4,11476668,01/08/2011,17/05/2013,2,8,50.0
165961,54506,3PAR,software,1,USA,,,0,0,,,0,0,01/01/2008,27/08/2010,2,9,50.0
166011,5456,shopandsave.ca,unknown,1,unknown,,,0,0,,,0,0,,,0,0,50.0
166013,54561,zynamics,security,1,DEU,,,0,0,,,0,0,01/03/2011,24/08/2011,2,2,50.0
166022,5457,shopandsave,ecommerce,0,CAN,,,0,0,03/01/2010,03/01/2010,1,0,03/01/2010,03/01/2010,1,4,50.0
166038,54585,Cartavi,enterprise,1,USA,,,0,0,13/11/2012,13/11/2012,1,1226270,30/10/2012,01/02/2013,2,7,50.0
166041,54588,Runa,advertising,1,USA,,,0,0,16/08/2010,02/11/2012,2,10200000,01/01/2011,02/10/2013,2,11,50.0
166055,5460,JustMeans,network_hosting,1,GBR,,,0,0,,,0,0,,,0,0,50.0
166076,54620,Zystor,biotech,1,USA,,,0,0,,,0,0,,,0,1,50.0
166103,54649,Deal51,web,0,USA,,,0,0,,,0,0,01/07/2010,01/07/2010,1,1,50.0
166105,54651,Yourplates.com,public_relations,1,unknown,,,0,0,,,0,0,01/02/2008,01/02/2008,1,1,50.0
166108,54654,Vortex Mobile,unknown,1,CAN,,,0,0,,,0,0,01/10/2009,01/10/2009,1,1,50.0
166117,54663,Ion Torrent,biotech,1,USA,,,0,0,,,0,0,01/05/2009,01/05/2009,1,4,50.0
166119,54665,CourseRank,other,1,unknown,,,0,0,,,0,0,10/07/2009,18/08/2010,2,5,50.0
166163,5471,Vodafone,mobile,1,GBR,06/08/2008,06/08/2008,1,1,,,0,0,05/07/2008,07/08/2013,3,61,0.0
166171,54719,Front,consulting,1,GBR,,,0,0,,,0,0,01/09/2000,01/09/2000,1,1,50.0
166180,5473,Nuance Communications,software,1,USA,,,0,0,,,0,0,01/08/2012,13/09/2013,3,60,50.0
166186,54737,OggiFinogi,advertising,1,USA,,,0,0,19/08/2010,19/08/2010,1,2000000,01/01/2010,01/01/2010,1,2,50.0
166195,54746,Topex,other,1,CAN,,,0,0,,,0,0,,,0,1,50.0
166199,5475,Ars Technica,web,1,USA,,,0,0,,,0,0,01/08/2002,16/05/2008,2,11,50.0
166214,54764,Makara,unknown,1,USA,,,0,0,26/02/2008,26/02/2008,1,0,05/07/2010,30/11/2010,2,9,50.0
166240,5479,SFO*MEDIA,web,1,USA,,,0,0,,,0,0,01/01/2004,24/04/2008,2,1,50.0
166251,548,ReachLocal,advertising,1,GBR,,,0,0,01/03/2004,29/01/2010,6,68138720,23/08/2010,06/08/2013,4,33,50.0
166252,5480,mywaves,mobile,0,SAU,,,0,0,08/12/2006,08/12/2006,1,6000000,01/07/2008,01/07/2008,1,9,50.0
166285,54837,FashionStake,ecommerce,1,USA,,,0,0,,,0,0,13/01/2012,13/01/2012,1,0,50.0
166299,5485,Parascale,network_hosting,1,USA,,,0,0,23/06/2008,23/06/2008,1,11370000,07/09/2008,17/08/2010,3,8,50.0
